届 #00005c4a
廧 #00005ee7
\U000164c1 #000164c1
\U00034e4c #00034e4c
𗽘 #00017f58
𑐐 #00011410
\U000151c5 #000151c5
\U0001568a #0001568a
超 #00008d85
\U0003cc27 #0003cc27
\U0003aeec #0003aeec
훽 #0000d6fd
\U00015180 #00015180
\uf32c #0000f32c
䀘 #00004018
\U000143c8 #000143c8
\U00038218 #00038218
𢛅 #000226c5
𦺵 #00026eb5
𩚩 #000296a9
ྱ #00000fb1
\U000157f4 #000157f4
𘌳 #00018333
\U0002ec66 #0002ec66
\ue31e #0000e31e
𨧄 #000289c4
밺 #0000bc3a
𱋈 #000312c8
峵 #00005cf5
\U0001254b #0001254b
𫓑 #0002b4d1
碍 #0000788d
𦎸 #000263b8
\U00038ec4 #00038ec4
\U0003f75f #0003f75f
𢧭 #000229ed
\U00039782 #00039782
𦨝 #00026a1d
쿽 #0000cffd
\U00039c3e #00039c3e
弚 #00005f1a
\U0001916b #0001916b
纬 #00007eac
\U0001afb2 #0001afb2
𦃪 #000260ea
口 #000053e3
\U0003be93 #0003be93
\U0003e469 #0003e469
\U000376a9 #000376a9
볩 #0000bce9
𢴣 #00022d23
𭔪 #0002d52a
\U00019767 #00019767
𗷧 #00017de7
\U000152dc #000152dc
\U000116fa #000116fa
\U0003eed7 #0003eed7
\U00019a5d #00019a5d
𪠯 #0002a82f
𦪶 #00026ab6
𮧘 #0002e9d8
𫥮 #0002b96e
⚺ #000026ba
㷓 #00003dd3
源 #00006e90
炎 #0000708e
𣔅 #00023505
战 #00006218
𥾌 #00025f8c
抳 #000062b3
\U00036edb #00036edb
𥑅 #00025445
𰚢 #000306a2
\U0003264b #0003264b
祖 #00007956
㽞 #00003f5e
藒 #000085d2
𮆶 #0002e1b6
\U000338b6 #000338b6
㯏 #00003bcf
\U00014bdf #00014bdf
𒈭 #0001222d
𝚻 #0001d6bb
᩵ #00001a75
둊 #0000b44a
𧹅 #00027e45
𨠱 #00028831
\U00033d4b #00033d4b
\U00015905 #00015905
卫 #0000536b
𣜱 #00023731
𡡌 #0002184c
腻 #0000817b
\U0002f747 #0002f747
² #000000b2
\U00039671 #00039671
\U0002f2f8 #0002f2f8
\U000319a1 #000319a1
𰖏 #0003058f
脆 #00008106
𢈹 #00022239
菈 #000083c8
操 #000064cd
ဧ #00001027
𫖬 #0002b5ac
\ue157 #0000e157
\U00031880 #00031880
㼝 #00003f1d
𐛶 #000106f6
𰪉 #00030a89
\U00039717 #00039717
\U0002efff #0002efff
𨇸 #000281f8
\U0003d2f9 #0003d2f9
𘗇 #000185c7
𣀱 #00023031
\U0001ad08 #0001ad08
\u07b7 #000007b7
𫭒 #0002bb52
皮 #000076ae
\U0003b8e6 #0003b8e6
\U00016700 #00016700
\U00039c3c #00039c3c
遺 #0000907a
럇 #0000b7c7
\U00035ac8 #00035ac8
\U00031958 #00031958
𰩵 #00030a75
\U00034b1d #00034b1d
实 #00005b9e
\U00037816 #00037816
\U00019bfb #00019bfb
驶 #00009a76
铙 #000094d9
\U000393e6 #000393e6
雄 #000096c4
𖣑 #000168d1
砊 #0000780a
\U0001eacb #0001eacb
𬢵 #0002c8b5
\U0003e4c9 #0003e4c9
𦖎 #0002658e
𖬴 #00016b34
\U000385e3 #000385e3
\U0001402d #0001402d
\ue322 #0000e322
𭽔 #0002df54
\U0001a433 #0001a433
踠 #00008e20
𢹙 #00022e59
𧎰 #000273b0
誫 #00008aab
\U0001ec31 #0001ec31
\U00015908 #00015908
\U00016325 #00016325
\U0001ae3d #0001ae3d
쑧 #0000c467
𩱡 #00029c61
\U0003c833 #0003c833
\U00033e7f #00033e7f
𩾫 #00029fab
\U0001e64a #0001e64a
쵯 #0000cd6f
𭸋 #0002de0b
𗰙 #00017c19
쾍 #0000cf8d
𨀳 #00028033
檋 #00006a8b
記 #00008a18
\U000139af #000139af
𗟌 #000177cc
𪯡 #0002abe1
𗚅 #00017685
\U000343ef #000343ef
\U000156a6 #000156a6
\U000395d2 #000395d2
𢘀 #00022600
\U00033492 #00033492
\U0003a73b #0003a73b
\U0001542e #0001542e
\U00033c26 #00033c26
\U00010ee3 #00010ee3
行 #0000884c
颐 #00009890
\U0001592b #0001592b
\U0003ee15 #0003ee15
\U0003bc6b #0003bc6b
\U0002f74a #0002f74a
𢬠 #00022b20
䏜 #000043dc
ꁛ #0000a05b
\U0003834c #0003834c
肦 #000080a6
𱊲 #000312b2
𤕵 #00024575
𥟱 #000257f1
⮤ #00002ba4
鏿 #000093ff
\U000352a1 #000352a1
𥫯 #00025aef
\U0002fd61 #0002fd61
\U0003f177 #0003f177
鷔 #00009dd4
\U0001cae2 #0001cae2
\U0001ed92 #0001ed92
\ue139 #0000e139
🈞 #0001f21e
𢡷 #00022877
텬 #0000d16c
⬀ #00002b00
𡖿 #000215bf
𰻐 #00030ed0
\U00037f44 #00037f44
𩊳 #000292b3
؞ #0000061e
\U0003eb93 #0003eb93
\U0003a934 #0003a934
𡿖 #00021fd6
\U00018dfa #00018dfa
\U00011ecc #00011ecc
\U0001c2be #0001c2be
𥘻 #0002563b
ࣱ #000008f1
悉 #00006089
𪌔 #0002a314
钾 #000094be
\U0001e609 #0001e609
\U00013652 #00013652
\U0001ac64 #0001ac64
𩠩 #00029829
\U0002fd9d #0002fd9d
\U00031740 #00031740
\U0003d941 #0003d941
? #0000003f
𘯗 #00018bd7
𦢼 #000268bc
驋 #00009a4b
\U0003465a #0003465a
𧉀 #00027240
\U0001ee5c #0001ee5c
🥴 #0001f974
裔 #000088d4
\U00037c30 #00037c30
톖 #0000d196
𰎚 #0003039a
\U00034f99 #00034f99
否 #00005426
\U0003902a #0003902a
\U0003261c #0003261c
𡡺 #0002187a
ዊ #000012ca
𝔁 #0001d501
\U0003346a #0003346a
\U0001a101 #0001a101
𪍼 #0002a37c
𧾱 #00027fb1
\U00034626 #00034626
䔿 #0000453f
\U0003fd52 #0003fd52
ฟ #00000e1f
\U0003665e #0003665e
𩗘 #000295d8
\U000341fb #000341fb
\U000139ff #000139ff
鬶 #00009b36
㌫ #0000332b
풴 #0000d4b4
\U00019a71 #00019a71
𰨨 #00030a28
哋 #000054cb
𰈂 #00030202
鞵 #000097b5
\U0001df47 #0001df47
擫 #000064eb
\U00014956 #00014956
\u1dfa #00001dfa
\U0001be4b #0001be4b
𢯻 #00022bfb
𤼇 #00024f07
졒 #0000c852
㘂 #00003602
㍣ #00003363
𪒢 #0002a4a2
䓒 #000044d2
\U0001c2db #0001c2db
𫙝 #0002b65d
뀬 #0000b02c
𨗈 #000285c8
𰫦 #00030ae6
\U000377ef #000377ef
\U0003fd78 #0003fd78
𫏰 #0002b3f0
\U0003dadd #0003dadd
\U0003eddd #0003eddd
𥊵 #000252b5
苅 #000082c5
\U000135b9 #000135b9
秘 #000079d8
𑇨 #000111e8
嵡 #00005d61
𪆡 #0002a1a1
𖬸 #00016b38
\U00036405 #00036405
𱃼 #000310fc
𒒜 #0001249c
\U00014dad #00014dad
𣩰 #00023a70
\U0003c80c #0003c80c
\U000386bc #000386bc
\U0003a7d9 #0003a7d9
\U000138e3 #000138e3
👲 #0001f472
\U00037ba8 #00037ba8
巣 #00005de3
𠰥 #00020c25
𗰛 #00017c1b
\U0001b673 #0001b673
俸 #00004ff8
𣱭 #00023c6d
\U00015324 #00015324
𤣶 #000248f6
𰂯 #000300af
\U0003b99f #0003b99f
𨀈 #00028008
\U000107a9 #000107a9
\U00038838 #00038838
镶 #00009576
\U00033781 #00033781
\ufd4e #0000fd4e
\U0003f70b #0003f70b
\U0003bb8e #0003bb8e
\U00013f4b #00013f4b
𠏱 #000203f1
\U00037482 #00037482
🤻 #0001f93b
🠤 #0001f824
ǒ #000001d2
\U00031ebe #00031ebe
\ue03c #0000e03c
𝔞 #0001d51e
𬄸 #0002c138
ủ #00001ee7
𬌙 #0002c319
\uabfd #0000abfd
ắ #00001eaf
𑪑 #00011a91
𧈝 #0002721d
𩴼 #00029d3c
\U0001b935 #0001b935
딈 #0000b508
府 #00005e9c
\U00012d74 #00012d74
\U0003e0d7 #0003e0d7
\U000138f5 #000138f5
\U0001a07b #0001a07b
\U0001ce41 #0001ce41
릵 #0000b9b5
\U00019340 #00019340
\U0003e25f #0003e25f
\U0003c323 #0003c323
譢 #00008b62
𡀰 #00021030
\U0003161e #0003161e
\U0003e535 #0003e535
\U00012a79 #00012a79
始 #000059cb
\U0003eaa3 #0003eaa3
\U00010224 #00010224
엌 #0000c5cc
ꇜ #0000a1dc
\ue415 #0000e415
𪘄 #0002a604
\U00036c08 #00036c08
𗺒 #00017e92
\U0001619e #0001619e
智 #0000667a
𨩣 #00028a63
\U0001acf5 #0001acf5
\U0003bb54 #0003bb54
𧨙 #00027a19
擵 #000064f5
\ue191 #0000e191
㤃 #00003903
\U0003eb6f #0003eb6f
\U0001bd14 #0001bd14
\U0003e7c5 #0003e7c5
떝 #0000b59d
𨽺 #00028f7a
𐫙 #00010ad9
\U000351ee #000351ee
\ue928 #0000e928
𭦌 #0002d98c
㷳 #00003df3
㖋 #0000358b
쎾 #0000c3be
蠹 #00008839
䒉 #00004489
\U00013c87 #00013c87
\U00019fbe #00019fbe
𘣐 #000188d0
𤈗 #00024217
\U00015d6f #00015d6f
\U0003d834 #0003d834
\U00015a83 #00015a83
𬑒 #0002c452
놽 #0000b1bd
\U00032fda #00032fda
ܑ #00000711
\U00032f3e #00032f3e
\U0001d24d #0001d24d
𨇃 #000281c3
䙶 #00004676
\U0001bafe #0001bafe
ꡑ #0000a851
𗩇 #00017a47
𭗻 #0002d5fb
𡰜 #00021c1c
\uef67 #0000ef67
𡌮 #0002132e
𢃛 #000220db
𣋰 #000232f0
\U00019b59 #00019b59
ド #000030c9
𨿾 #00028ffe
\U00031a53 #00031a53
棨 #000068e8
𣀒 #00023012
𒌲 #00012332
𤶰 #00024db0
𗤧 #00017927
\ue4b0 #0000e4b0
甝 #0000751d
Ꭾ #000013ae
舍 #0000820d
\U0001bafc #0001bafc
\U00038c6c #00038c6c
𩤳 #00029933
\U00039299 #00039299
\U0003f8e5 #0003f8e5
防 #00009632
𘅣 #00018163
𧧈 #000279c8
复 #0000590d
\U00032c86 #00032c86
\U0003c1df #0003c1df
\U000373b3 #000373b3
\U000368bf #000368bf
🅯 #0001f16f
𐝁 #00010741
\U0003c0e3 #0003c0e3
\U00018ecd #00018ecd
\U0003dd0b #0003dd0b
\U0002f301 #0002f301
\U00013a23 #00013a23
𡷛 #00021ddb
𩯗 #00029bd7
𘗅 #000185c5
\U0003fb4a #0003fb4a
𫣦 #0002b8e6
数 #00006570
ꠉ #0000a809
𐢋 #0001088b
𗘛 #0001761b
𢨨 #00022a28
쒻 #0000c4bb
\ufe1b #0000fe1b
𡱝 #00021c5d
\U0002ee7e #0002ee7e
\U00016778 #00016778
\U0003b9d2 #0003b9d2
𬗽 #0002c5fd
𗠖 #00017816
𣅴 #00023174
\U0001b933 #0001b933
⫽ #00002afd
虁 #00008641
\U0002f460 #0002f460
ꇖ #0000a1d6
\U00033a9b #00033a9b
𰸵 #00030e35
𬐠 #0002c420
🍬 #0001f36c
ػ #0000063b
𩟁 #000297c1
𢵣 #00022d63
步 #00006b65
𗏗 #000173d7
\U00019964 #00019964
\U00015949 #00015949
𦱔 #00026c54
\U00034623 #00034623
脐 #00008110
\U000191ca #000191ca
\U0001a525 #0001a525
𥢸 #000258b8
𥾾 #00025fbe
\U00039dcd #00039dcd
𛅳 #0001b173
牪 #0000726a
\U00031bee #00031bee
\U000333da #000333da
\ueb8a #0000eb8a
\U00012a18 #00012a18
𗅒 #00017152
\U00036159 #00036159
쇃 #0000c1c3
𤺯 #00024eaf
먌 #0000ba0c
莺 #000083ba
𨱂 #00028c42
\U000344b8 #000344b8
发 #000053d1
𮋁 #0002e2c1
界 #0000754c
\U0001b6fa #0001b6fa
𤬸 #00024b38
𮚛 #0002e69b
\U0001528a #0001528a
앑 #0000c551
\U0001f8be #0001f8be
𗀉 #00017009
黴 #00009ef4
形 #00005f62
\U00033afe #00033afe
𧵀 #00027d40
\U0001c20d #0001c20d
\U0001abc0 #0001abc0
𩔍 #0002950d
\U00032666 #00032666
𩫚 #00029ada
\U00012825 #00012825
𧚂 #00027682
\ue552 #0000e552
嫕 #00005ad5
䳉 #00004cc9
⤱ #00002931
吧 #00005427
\ue3f3 #0000e3f3
\U00039aa7 #00039aa7
\U0001621f #0001621f
𐠖 #00010816
\U000161db #000161db
\U00039c22 #00039c22
屠 #0002f877
\U0001adb4 #0001adb4
\U00012609 #00012609
𩅨 #00029168
굶 #0000ad76
\U000392e8 #000392e8
𪉖 #0002a256
\U0001c9ee #0001c9ee
\U00036d0a #00036d0a
ⵎ #00002d4e
䞁 #00004781
\U0003ffb3 #0003ffb3
𤞋 #0002478b
\ue067 #0000e067
\U00035915 #00035915
酡 #00009161
氧 #00006c27
\U00035d5a #00035d5a
汮 #00006c6e
𥈊 #0002520a
Ἡ #00001f29
閑 #00009591
𨣴 #000288f4
\U0003aba0 #0003aba0
ά #000003ac
𡞕 #00021795
𥍽 #0002537d
\U00038793 #00038793
\U0001b489 #0001b489
𩱌 #00029c4c
𬲰 #0002ccb0
\U00037394 #00037394
\uedd1 #0000edd1
\U0001bde1 #0001bde1
쐉 #0000c409
ᇏ #000011cf
\U00036e9f #00036e9f
\U0001bfc1 #0001bfc1
𥎹 #000253b9
偏 #0000504f
\U0003584e #0003584e
庄 #00005e84
\u1aed #00001aed
\U00038d91 #00038d91
𮊲 #0002e2b2
\U0002ef39 #0002ef39
𬲓 #0002cc93
\U000126f0 #000126f0
𨬥 #00028b25
뮱 #0000bbb1
ᄕ #00001115
\U0001a8a7 #0001a8a7
𐘙 #00010619
𬺒 #0002ce92
\U00012c49 #00012c49
꽐 #0000af50
\U0002fa44 #0002fa44
\U00037de1 #00037de1
䶕 #00004d95
\U0003e6a2 #0003e6a2
\U0002f6d9 #0002f6d9
\U0003f118 #0003f118
\U00019805 #00019805
𢚣 #000226a3
𢐡 #00022421
𰧫 #000309eb
𑄱 #00011131
𝡙 #0001d859
\U0003f941 #0003f941
𥳫 #00025ceb
𔖳 #000145b3
泌 #00006ccc
\U0003553a #0003553a
詘 #00008a58
\U0001ddba #0001ddba
\U0001a467 #0001a467
𣁩 #00023069
\U0003f489 #0003f489
𝃃 #0001d0c3
布 #00005e03
𫬈 #0002bb08
𠎣 #000203a3
𢹄 #00022e44
噭 #0000566d
簁 #00007c01
𢌖 #00022316
𠯋 #00020bcb
𰜩 #00030729
𑫎 #00011ace
𒈰 #00012230
\ue447 #0000e447
纉 #00007e89
ἢ #00001f22
\uf267 #0000f267
\U00034b50 #00034b50
\U0003470f #0003470f
ホ #000030db
\U0003886e #0003886e
𣅡 #00023161
\U0003c695 #0003c695
戏 #0000620f
\U00015781 #00015781
緼 #00007dfc
⇺ #000021fa
\U00038e86 #00038e86
♇ #00002647
𡹁 #00021e41
趱 #00008db1
\U0001aed2 #0001aed2
\U00016773 #00016773
\U000352fd #000352fd
喓 #00005593
ȶ #00000236
\U00038365 #00038365
𥙟 #0002565f
颗 #00009897
\U00016d6b #00016d6b
썌 #0000c34c
\U0002f5f6 #0002f5f6
\U0001ec51 #0001ec51
𓊲 #000132b2
\U00014cf7 #00014cf7
\U0003637d #0003637d
ළ #00000dc5
\U0003e8c2 #0003e8c2
𭈋 #0002d20b
\U00038efa #00038efa
𨤾 #0002893e
\U00035611 #00035611
😮 #0001f62e
\U0003452c #0003452c
\U00036df2 #00036df2
ỉ #00001ec9
\U0003f913 #0003f913
鱎 #00009c4e
冫 #000051ab
𢑴 #00022474
\U00015bfd #00015bfd
𠘆 #00020606
\U00035717 #00035717
\U0001fecc #0001fecc
𣧔 #000239d4
\U0003d434 #0003d434
育 #000080b2
𬱡 #0002cc61
\U00035b7c #00035b7c
\U00012c78 #00012c78
鲥 #00009ca5
𩈐 #00029210
\U0001a488 #0001a488
\U0001e299 #0001e299
𖫒 #00016ad2
\U000115ea #000115ea
\U0001cf85 #0001cf85
暮 #000066ae
䃣 #0002f951
\U00014266 #00014266
ᑁ #00001441
𑻣 #00011ee3
\U0002fa3a #0002fa3a
古 #000053e4
\U0001e7b1 #0001e7b1
𫿼 #0002bffc
\ue36c #0000e36c
\U0001e5c5 #0001e5c5
ꨣ #0000aa23
\U0001ed88 #0001ed88
\U0003702d #0003702d
于 #00004e8e
𖭧 #00016b67
\U00019b49 #00019b49
㺀 #00003e80
\U0003c1f3 #0003c1f3
𪧬 #0002a9ec
𨲃 #00028c83
𰩅 #00030a45
𨊶 #000282b6
\U00034bc0 #00034bc0
頦 #00009826
𤴎 #00024d0e
𦭩 #00026b69
䑽 #0000447d
𭀊 #0002d00a
\U0003ce6a #0003ce6a
둏 #0000b44f
𥠆 #00025806
🄇 #0001f107
𮛸 #0002e6f8
𘖋 #0001858b
눯 #0000b22f
룛 #0000b8db
\U00031d00 #00031d00
\U0003d1ab #0003d1ab
\U0003f442 #0003f442
𫠉 #0002b809
💢 #0001f4a2
막 #0000b9c9
贱 #00008d31
嗬 #000055ec
忙 #00005fd9
\U00010eec #00010eec
𗣛 #000178db
\U000147e6 #000147e6
搶 #00006436
𭽖 #0002df56
\U0003a558 #0003a558
\U000381dd #000381dd
\U0003a9c8 #0003a9c8
\U0003c98f #0003c98f
\U000336a1 #000336a1
\U0001af7f #0001af7f
\U000344be #000344be
𭇃 #0002d1c3
報 #0002f857
𬤔 #0002c914
\U0003484f #0003484f
\U0001ebdf #0001ebdf
𗇕 #000171d5
\U00034b1a #00034b1a
\U0003a5f0 #0003a5f0
𨞽 #000287bd
鹿 #00009e7f
䩅 #00004a45
\U0003cdf2 #0003cdf2
\U0003fb7a #0003fb7a
\U00010951 #00010951
\U00033f47 #00033f47
\U00036397 #00036397
\U0003293a #0003293a
䜢 #00004722
\U00032bac #00032bac
𐧇 #000109c7
𒊿 #000122bf
꿥 #0000afe5
\U0003c92b #0003c92b
\U0003a125 #0003a125
𮑃 #0002e443
ꮄ #0000ab84
𑑝 #0001145d
秺 #000079fa
롥 #0000b865
\U0002fa54 #0002fa54
\uf17d #0000f17d
\U00036e0d #00036e0d
濹 #00006ff9
և #00000587
翕 #00007fd5
𧾄 #00027f84
ɓ #00000253
𬁡 #0002c061
♆ #00002646
꒐ #0000a490
х #00000445
ఒ #00000c12
\U000352ab #000352ab
𒓭 #000124ed
鄔 #00009114
\U0002f6ab #0002f6ab
\ue3e4 #0000e3e4
𗫻 #00017afb
匀 #00005300
𗍯 #0001736f
\U000320c7 #000320c7
ᆗ #00001197
𓆑 #00013191
𪽞 #0002af5e
\U00038d32 #00038d32
\U0003d101 #0003d101
瘙 #00007619
𘁀 #00018040
𬈇 #0002c207
𢔱 #00022531
𫰒 #0002bc12
\U00032e2f #00032e2f
\U0003d06a #0003d06a
\U000366da #000366da
\U00036abd #00036abd
\U0003adb5 #0003adb5
\U0001928f #0001928f
\U00034467 #00034467
㚚 #0000369a
伞 #00004f1e
𩰙 #00029c19
\U0001df08 #0001df08
鰓 #00009c13
𑫥 #00011ae5
\U0001e76e #0001e76e
\U000332be #000332be
ﾆ #0000ff86
夏 #0000590f
\uee15 #0000ee15
𬯋 #0002cbcb
\U0003fade #0003fade
८ #0000096e
𥼸 #00025f38
𩥠 #00029960
\U00037891 #00037891
𭭺 #0002db7a
𪬤 #0002ab24
𘜙 #00018719
\U00033cd6 #00033cd6
\U000369b7 #000369b7
\U00035cf1 #00035cf1
\U00018fd9 #00018fd9
鄝 #0000911d
𠐢 #00020422
\U0003403a #0003403a
㧏 #000039cf
\u1b7d #00001b7d
쟘 #0000c7d8
\U0001dd9f #0001dd9f
좨 #0000c8a8
甲 #00007532
钌 #0000948c
\U00011e9c #00011e9c
\U0001affc #0001affc
\U00035031 #00035031
\U0001c71a #0001c71a
肩 #000080a9
痁 #000075c1
\U0003adbf #0003adbf
\U0002f552 #0002f552
駒 #000099d2
\U0001af81 #0001af81
\U0001e2b7 #0001e2b7
\U0003d094 #0003d094
㥖 #00003956
\U000343bf #000343bf
𑄖 #00011116
𫐄 #0002b404
\U00014d55 #00014d55
𘉓 #00018253
Ꞡ #0000a7a0
\U0002f4f9 #0002f4f9
Ἳ #00001f3b
\U00032d8b #00032d8b
\U00014a93 #00014a93
𬋿 #0002c2ff
生 #0000751f
𐑧 #00010467
\U00013472 #00013472
\U00038cb0 #00038cb0
𮋦 #0002e2e6
\U0003a50f #0003a50f
\U0001b9c6 #0001b9c6
𫑕 #0002b455
\U0001bb47 #0001bb47
\U00015d74 #00015d74
\U00039325 #00039325
賃 #00008cc3
𬋶 #0002c2f6
즚 #0000c99a
曷 #000066f7
\U00012f93 #00012f93
𢅙 #00022159
𓎠 #000133a0
\U0003c34e #0003c34e
\U0001ccee #0001ccee
\U00036b2c #00036b2c
🕻 #0001f57b
\U00013852 #00013852
𦾄 #00026f84
\U0001a94d #0001a94d
\U0001e3e8 #0001e3e8
\U0001a1fd #0001a1fd
🌣 #0001f323
🃁 #0001f0c1
\U0002edbb #0002edbb
鏛 #000093db
\U0001eef6 #0001eef6
䨗 #00004a17
𬩂 #0002ca42
𬳴 #0002ccf4
𦣙 #000268d9
ꊭ #0000a2ad
\U0001c8ae #0001c8ae
씘 #0000c518
推 #000063a8
\U000349aa #000349aa
\U0001e9e5 #0001e9e5
\U0003f44d #0003f44d
\U00031d94 #00031d94
৽ #000009fd
ᷴ #00001df4
𤐻 #0002443b
\U0003c4ae #0003c4ae
\U00015867 #00015867
𫠚 #0002b81a
𢡾 #0002287e
\U0003d545 #0003d545
纸 #00007eb8
⍔ #00002354
\U000324d4 #000324d4
\U00034a25 #00034a25
\uee3c #0000ee3c
𠳁 #00020cc1
\U00011e20 #00011e20
\U0003f7d2 #0003f7d2
𩰌 #00029c0c
𫘷 #0002b637
\U0001aa2e #0001aa2e
\U00036e92 #00036e92
巒 #00005dd2
𔐙 #00014419
⹉ #00002e49
𡡹 #00021879
\U0003a4f2 #0003a4f2
\U00032ea4 #00032ea4
𩐹 #00029439
\ueb82 #0000eb82
盐 #000076d0
\U00038fc4 #00038fc4
픇 #0000d507
咨 #000054a8
𠎰 #000203b0
𥛾 #000256fe
𠁑 #00020051
\U00016705 #00016705
\U00011b4f #00011b4f
\U00034ce1 #00034ce1
خ #0000062e
\U0001554f #0001554f
\U0001fe42 #0001fe42
𪜳 #0002a733
\U00032949 #00032949
ㆪ #000031aa
\U00033df2 #00033df2
\U0003683b #0003683b
\U0003412e #0003412e
\U0003d1db #0003d1db
췇 #0000cdc7
뫩 #0000bae9
𩻃 #00029ec3
ᅇ #00001147
𩽽 #00029f7d
𑖺 #000115ba
\U0001c76e #0001c76e
\U0003e98e #0003e98e
\U00033b27 #00033b27
\U0001dc9c #0001dc9c
薑 #00008591
𗵄 #00017d44
𫒛 #0002b49b
\U0001a5a1 #0001a5a1
術 #00008853
\ue7d6 #0000e7d6
\U00032f94 #00032f94
🮈 #0001fb88
\U00034213 #00034213
\U0003cea1 #0003cea1
䍬 #0000436c
\U0003c70a #0003c70a
\U0003e0ce #0003e0ce
𱄲 #00031132
𭖅 #0002d585
⣥ #000028e5
\U00039496 #00039496
\U0001df52 #0001df52
\U0002ed13 #0002ed13
\U0003c6eb #0003c6eb
𦹜 #00026e5c
𥷼 #00025dfc
\U0003b532 #0003b532
\U0001176e #0001176e
\U0003aeab #0003aeab
𣭃 #00023b43
\U00010062 #00010062
\U0003d189 #0003d189
\U00014024 #00014024
\U0003cc0e #0003cc0e
\U0001ba36 #0001ba36
\U00012e4d #00012e4d
\U0001389d #0001389d
𭁖 #0002d056
规 #000089c4
\U000193a9 #000193a9
𗋭 #000172ed
\uf802 #0000f802
쫎 #0000cace
𪾳 #0002afb3
\U0003aa1e #0003aa1e
ﶾ #0000fdbe
𣄢 #00023122
𧱶 #00027c76
\U00019f9c #00019f9c
𐅥 #00010165
\U0002ebff #0002ebff
𪧄 #0002a9c4
𢎫 #000223ab
\U0003cbfb #0003cbfb
𒀅 #00012005
𧗎 #000275ce
睛 #0000775b
\ueac5 #0000eac5
\U0003f239 #0003f239
㌯ #0000332f
\U0003e2f5 #0003e2f5
𬆑 #0002c191
声 #000058f0
栓 #00006813
ඞ #00000d9e
뛓 #0000b6d3
\U00036387 #00036387
뿑 #0000bfd1
\U0003903d #0003903d
啢 #00005562
\U0003153d #0003153d
콗 #0000cf57
𠣝 #000208dd
\U00012d5a #00012d5a
\U000128bd #000128bd
\U00039e47 #00039e47
ര #00000d30
\U0003363b #0003363b
\U000359b8 #000359b8
\uedd4 #0000edd4
充 #00005145
𩒸 #000294b8
𛃋 #0001b0cb
\U0002fad6 #0002fad6
\U00033018 #00033018
𒊣 #000122a3
𨽲 #00028f72
𒐉 #00012409
\U0001c00c #0001c00c
\U0003f39d #0003f39d
𥔵 #00025535
\U0001e762 #0001e762
𣣩 #000238e9
某 #000067d0
\U0003a0de #0003a0de
𝖥 #0001d5a5
𤟱 #000247f1
\U0003232d #0003232d
\U0003bb46 #0003bb46
\U00016520 #00016520
\U00035255 #00035255
𥭹 #00025b79
麒 #00009e92
\U0001956f #0001956f
仞 #00004ede
𠨿 #00020a3f
\U0003794f #0003794f
\U0003c8fd #0003c8fd
\U0003859b #0003859b
\U0003d42b #0003d42b
ᘺ #0000163a
䑊 #0000444a
\U00015feb #00015feb
𧻉 #00027ec9
𡲏 #00021c8f
쉝 #0000c25d
\U000146d7 #000146d7
缘 #00007f18
ꑓ #0000a453
拑 #000062d1
\U0003b88b #0003b88b
\U00036360 #00036360
\U00019bbe #00019bbe
\U0003eb31 #0003eb31
ꔻ #0000a53b
\U0001d24a #0001d24a
\U0003f29c #0003f29c
无 #000065e0
𥿱 #00025ff1
𮕜 #0002e55c
\U0003de45 #0003de45
忤 #00005fe4
舘 #00008218
\U00038195 #00038195
𭆳 #0002d1b3
\U00036f2d #00036f2d
\U00032fb3 #00032fb3
쟟 #0000c7df
\U00032e6e #00032e6e
𗈬 #0001722c
𰴂 #00030d02
\U00012eb0 #00012eb0
𦬏 #00026b0f
\U00037e41 #00037e41
\U0003d2c2 #0003d2c2
莴 #000083b4
ၱ #00001071
\U00014b1d #00014b1d
\U0003df23 #0003df23
𨕼 #0002857c
\U0002ef95 #0002ef95
𰄉 #00030109
䮉 #00004b89
\uedb3 #0000edb3
\U00035da8 #00035da8
\ue6ef #0000e6ef
𫌀 #0002b300
𠍵 #00020375
\U0001671a #0001671a
𢟎 #000227ce
\U0001ecd9 #0001ecd9
𖼾 #00016f3e
\U0002f182 #0002f182
أ #00000623
𗯒 #00017bd2
뱁 #0000bc41
𩵈 #00029d48
𤧱 #000249f1
𫽱 #0002bf71
\U00033f9e #00033f9e
鶕 #00009d95
걩 #0000ac69
𦷸 #00026df8
\U0002f738 #0002f738
ꯓ #0000abd3
' #00000027
\U000389e0 #000389e0
\U00010d3a #00010d3a
⌝ #0000231d
𤔎 #0002450e
词 #00008bcd
影 #00005f71
𑊼 #000112bc
𦙙 #00026659
𬛟 #0002c6df
𥕠 #00025560
\U00019265 #00019265
㝲 #00003772
𑪁 #00011a81
\U00014c5b #00014c5b
े #00000947
\U0003ca3e #0003ca3e
埨 #000057e8
𭽱 #0002df71
\U000320fc #000320fc
𣝇 #00023747
\U0003efdd #0003efdd
\U0003261d #0003261d
ק #000005e7
ẳ #00001eb3
干 #00005e72
\U00039e5c #00039e5c
𣀾 #0002303e
额 #0000989d
𭝙 #0002d759
𣋣 #000232e3
𬻥 #0002cee5
\U0002f39f #0002f39f
პ #000010de
푝 #0000d45d
唱 #00005531
夣 #00005923
\U0003743d #0003743d
亞 #00004e9e
\U0003662b #0003662b
示 #0000793a
䍼 #0000437c
\U0003aada #0003aada
\U00019719 #00019719
𭶭 #0002ddad
ʢ #000002a2
